,uid,PERSON,NORP,FAC,ORG,GPE,LOC,PRODUCT,EVENT,WORK_OF_ART,LAW,LANGUAGE,DATE,TIME,PERCENT,MONEY,QUANTITY,ORGINAL,CARDINAL
70,a0ab45ae-978e-56b0-8dfe-5bf8cee0e58b,23,3,2,8,5,0,0,2,7,0,0,10,0,0,1,2,0,10
71,b005c583-ba8f-5aaa-8768-99a7e2e529a7,11,0,6,11,1,0,0,0,0,0,0,7,0,0,1,0,0,12
72,42863ab3-35a1-55ab-a88e-784aa22abdfc,0,0,0,8,0,0,0,0,0,0,0,13,0,0,1,0,0,1
73,169a5e08-bc16-5362-aefe-cd8775fa7a21,0,0,0,4,0,0,0,0,0,0,0,7,0,0,1,0,0,1
74,37f3531f-2ddd-5896-ae7d-571277edc15e,0,0,0,3,0,0,0,0,0,0,0,6,0,0,1,0,0,1
75,82b68112-bacc-5cba-9054-7549a2b3e8fa,13,1,1,9,4,0,0,0,0,0,0,7,0,0,1,10,0,5
76,49e463e2-fb3f-5a23-b0fb-c25aaabfdf36,0,0,0,5,0,0,0,0,0,0,0,6,0,0,1,0,0,1
77,fa89eebe-5be8-59f1-a138-041133eed248,14,0,8,30,6,2,0,1,2,0,0,9,0,0,0,0,0,10
78,02d38603-de89-541d-afbd-f476861ed4d7,5,0,2,12,1,1,2,0,1,0,0,2,0,0,2,0,0,4
79,b2473cbe-2e0a-5ac7-aa01-0c1d514535f3,2,0,0,5,5,0,0,0,1,0,0,5,0,3,0,3,0,3
80,be672231-a08d-53e7-b363-4dd9889035aa,50,4,2,28,32,5,0,0,2,0,0,28,6,0,1,3,0,9
81,78ff2aaa-b38c-51f0-b861-4e5b3e8f8aa5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,6c9a32cb-16dc-5422-9f42-6a836526843c,29,6,0,16,18,1,0,0,0,0,0,10,0,0,0,0,0,12
83,252c25f0-5e73-561f-b261-dcf42073fbe3,3,7,0,17,12,2,3,0,0,0,0,6,0,1,0,0,0,25
84,581a9c11-5dd2-5300-92cf-0034bb18f82f,3,0,1,5,5,0,0,0,0,0,0,10,1,0,0,0,0,0
85,d128586e-b9ee-5f63-ba76-e1e24f9cbaa5,22,0,0,27,1,0,1,1,0,0,0,18,1,2,0,0,0,3
86,b7a80434-d0b5-537b-94e3-36628cbed5fd,6,0,0,1,8,0,0,1,0,0,0,3,3,0,0,2,0,8
87,74bf636e-32cc-59e6-8612-9284b7259857,10,1,0,7,7,0,0,0,0,0,0,6,0,1,0,0,0,5
88,721f10ec-e3c1-5b38-ae53-9180ade16fa7,9,0,0,4,5,0,0,0,3,0,0,1,0,0,0,0,0,8
89,40673044-30de-5bd9-8e3c-1fde2e6794df,2,0,0,11,6,1,0,1,0,0,0,5,1,0,0,0,0,7
90,50b2c0a2-6368-5e96-8e67-b81b6981979d,5,5,0,3,9,0,0,0,1,0,0,10,1,0,0,0,0,2
91,3292b153-5aaa-5eb4-8e5f-b76850b6c025,22,2,2,30,19,1,2,0,1,0,0,36,0,0,0,0,0,21
92,b99a4e64-67ff-58c4-84d7-2c3b3057a839,9,0,2,22,16,3,0,0,0,0,0,10,2,0,0,0,0,4
93,d39652e5-d443-5ed1-8760-13c44565f8e0,2,0,0,4,2,0,1,0,0,0,0,5,0,1,0,0,0,1
94,c2c59614-9bee-56be-9981-ab9613c813e6,5,1,0,4,1,0,0,0,1,0,0,5,1,0,0,0,0,10
95,e2499e17-d4df-5e52-8fd6-5205ee44acec,11,0,0,5,7,0,0,1,1,0,0,4,1,0,0,0,0,2
96,5b69a58f-76ef-52fa-817b-70c7cf35f23d,10,0,0,13,19,0,1,0,0,0,0,2,0,0,0,0,0,1
97,c0e96791-55a3-5981-b7b3-27e9cdf04163,0,0,0,4,2,1,0,0,0,0,0,4,0,0,4,0,0,6
98,204c1372-e588-566d-b9b2-1da95d41f6f5,0,3,1,6,2,1,0,0,0,0,0,4,0,0,0,0,0,0
99,22f87c1c-23a5-5d41-a98e-defaf4c66911,3,8,0,5,10,0,0,0,0,0,0,4,0,0,0,0,0,1
100,d6c1f5c7-b90f-5e20-946d-12059cf4fed8,4,16,1,14,31,4,0,0,0,1,1,18,0,0,0,0,0,8
101,308f4db3-eb09-564b-ab9d-c421709453c3,6,4,0,8,9,2,0,0,0,0,0,4,0,0,0,0,0,3
102,82ca63f0-fbb4-56a6-b9fc-f90708085aac,1,4,0,6,8,0,0,0,0,0,0,4,0,0,0,0,0,2
103,2d1fb1cd-e35a-5422-ba5b-e14f1ef75bfe,1,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,3
104,2002bc7c-c2e8-5055-bb51-77241c4e072c,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0
105,b0b34b4e-dd69-52f8-9fa2-94764a0f6c48,79,5,3,32,7,1,2,0,0,1,0,4,0,1,0,2,0,64
106,21dd3682-62cc-50fa-92b8-7c15fb2b0bdc,5,0,0,0,2,0,0,0,0,0,0,5,0,2,0,0,0,4
107,b1ef9318-3c10-5059-8394-a92ebd3227b5,7,2,0,20,16,1,0,0,1,0,0,7,0,0,0,0,0,4
108,a94fa235-f59b-54b6-bfbe-ead5ec6f4c89,2,0,0,16,2,0,0,1,1,0,0,5,0,1,2,0,0,4
109,5ab783ec-9204-5fee-a66f-4281d54ce126,19,1,1,4,1,2,0,0,1,0,0,3,0,0,0,0,0,4
110,dc809b11-1905-5f6d-9293-c8a5fe4a7b1a,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
111,d4951f38-cf67-5b73-ac46-1ba21576e66f,4,2,0,29,2,0,0,0,1,0,0,7,1,0,2,0,0,5
112,9bd2fa4f-9672-5b12-9f99-893a3d57b7cf,3,2,0,8,2,0,0,1,0,0,0,11,12,0,0,0,0,0
113,5bab84ca-26f2-51a9-8c35-718c00ba2052,4,0,1,11,1,0,0,0,0,0,0,11,12,0,0,0,0,0
114,c491334d-5f6e-5b7c-b0d8-3c7d10870d7c,7,0,0,4,3,0,1,0,0,0,0,2,0,0,0,0,0,2
115,9c9fda65-a1b0-5063-bf94-bfe16461e715,4,2,1,8,8,0,0,0,0,1,0,7,5,0,0,0,0,3
116,a2cd0031-0f2e-5b8a-ab42-f6f5b339f028,1,5,0,18,18,1,0,0,0,0,0,17,1,18,11,0,0,39
117,30f3ade9-36d9-5da9-83d4-d8c912e8703a,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,8b419558-91f6-5d03-88e5-9898a3bd1353,10,9,0,27,22,2,0,2,0,1,0,14,0,5,0,0,0,5
119,471607b3-8966-59bf-9c17-b3fcff3f7718,2,6,0,6,15,0,0,0,0,0,0,10,0,0,3,0,0,1
120,561bb697-1c2f-547e-ba8a-42612656599f,4,2,0,8,12,1,0,0,0,0,0,9,2,0,0,0,0,6
121,bb46f985-e7cc-597a-91aa-26691f613179,3,3,0,9,8,5,0,0,0,4,0,8,1,0,0,0,0,6
122,ef94f4d3-a154-592b-ba5f-127f010befcb,11,22,0,17,24,0,1,0,1,0,0,4,0,0,0,0,0,1
123,8e313910-3382-55f2-87af-d99eb7a52040,10,1,1,13,9,0,0,0,2,0,0,4,0,0,0,0,0,1
124,c4b32bc0-984f-52da-86af-bb5bd15a8dfd,0,0,0,5,6,1,0,0,0,0,0,0,1,0,0,0,0,2
125,6ebed9ab-fcaf-57c0-87c7-7c2255756df2,7,0,0,26,1,1,0,0,0,2,0,6,0,1,2,5,0,3
126,a0e7f901-d916-50d6-8c3d-c7c9098f4dec,0,0,0,11,1,0,0,0,0,0,0,8,0,0,1,0,0,1
127,5766b5aa-38a9-5bed-b87f-8d529f1f6a9b,0,0,0,10,1,0,0,0,0,0,0,9,0,0,1,0,0,1
128,6b78460f-191c-5437-bcf4-4330b87f839b,6,1,0,26,9,1,2,1,2,0,0,7,0,0,1,0,0,2
129,32ec176a-8a3a-55c4-a835-ed72465a82e5,2,1,0,6,0,1,0,0,0,0,0,1,0,0,1,0,0,1
130,fb8655e7-8e68-5be0-920c-7c522b0a03bd,0,0,0,9,0,0,0,1,0,0,0,9,0,0,1,0,0,1
131,6c78b62b-81e0-588d-9469-4574490ab63c,19,1,1,12,7,0,1,0,1,0,0,8,1,0,0,1,0,11
132,9926f170-b519-5705-8a48-97a8d6365df8,0,0,0,6,0,0,0,1,0,0,0,4,0,0,1,0,0,1
133,0ccd348e-4c01-52cb-a20a-bb7dab4f9f98,2,1,1,24,16,5,0,0,0,0,0,4,0,0,1,0,0,7
134,81c050ad-f08c-5543-b697-ab5d9d7d7240,18,0,0,5,8,0,0,0,0,1,0,2,0,0,0,0,0,2
135,1acfd130-c57b-5ed1-8c73-8e7a57361b43,10,8,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0
136,57f50314-b337-5a53-8c95-765ca4319f03,8,0,0,11,11,0,0,0,0,0,0,26,3,6,12,0,0,6
137,2d8f155d-432a-585c-9693-45350fe0eb52,44,2,3,34,18,4,2,1,1,0,3,10,0,0,0,0,0,16
138,c569ced8-859f-5466-9f38-cd15e84ad73a,0,0,0,5,2,1,0,0,0,0,0,6,0,0,0,0,0,0
139,8f62f22f-4689-5e4b-b54f-ed1ccd4d535b,9,0,1,20,12,1,1,1,0,0,0,12,0,0,0,0,0,5
140,a48233c4-1b0f-59ea-84a2-e42ef49aaa0c,2,0,0,12,4,0,0,0,0,0,0,3,0,0,1,0,0,1
141,df9c66b2-dd92-5f26-b828-3017a330d3ad,7,0,0,18,4,1,1,0,0,0,0,12,3,2,0,0,0,26
142,d7b39524-a4bb-55e0-8a6c-a00a004dd42e,0,0,0,11,2,0,1,0,1,0,0,2,0,1,0,0,0,11
143,72f5b3f1-7c67-5038-b065-5f59ff357d68,0,0,0,14,6,0,0,1,0,1,0,4,0,0,2,2,0,3
144,7315a69c-f1d7-5c48-94ca-f516cb1bdad5,16,12,0,11,12,0,1,1,1,0,3,6,3,0,0,0,0,4
145,5595ba9e-7a9a-5640-8a4c-857b400325a1,3,8,0,8,22,0,0,0,0,0,0,12,0,8,4,0,0,4
146,4951466e-c264-528d-a820-0519e8101c3e,2,0,0,11,2,0,0,0,0,2,0,2,0,0,0,0,0,1
147,506edfab-f988-5306-9045-c556d06055f6,7,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0
148,34881424-ce67-5e7e-8c68-88937e276535,26,17,0,5,64,4,4,1,0,0,0,13,1,0,0,0,0,8
149,402e08fc-eb4a-5b19-823c-7a3415709887,13,2,1,5,13,2,4,0,0,0,0,7,0,0,0,0,0,3
150,2a8c5fc7-4d8a-5fee-82c2-612808eca590,3,7,0,1,5,0,0,0,0,0,0,6,0,0,0,0,0,0
151,0d1e05a9-0849-5a08-b71d-89977fb1505d,7,7,1,8,4,0,0,0,0,0,0,1,2,0,0,0,0,0
152,171a25fc-b1c2-5d3f-8e01-67d6388abfd4,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
153,234d62d3-ea45-572f-92d6-ac9ddfa6737f,3,11,0,12,40,2,3,0,0,0,0,28,0,0,1,0,0,13
154,7b42f2f4-af8f-5675-9301-0c57c3b463ee,6,5,0,12,10,0,0,0,0,3,0,2,1,0,0,0,0,0
155,8a8515fd-6069-5b25-aa36-d558fe0339d2,7,9,0,6,11,0,0,1,0,0,0,4,0,0,0,0,0,0
156,7a2b6611-2c5b-525d-a12a-7c0597226b9e,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0
157,1a2a0fd1-fb17-5fb0-b6fb-0fa7ee91beee,10,0,4,9,0,1,1,0,0,0,0,3,0,0,0,2,0,4
158,21bf7309-47a1-51d0-8984-5a76ff2d720f,3,6,0,4,9,0,0,0,1,0,0,4,0,0,0,2,0,4
159,422fc135-ac67-5215-8103-9c8203706575,3,3,0,2,2,0,0,0,1,0,0,2,0,0,0,0,0,1
160,fb152196-0eaf-5eee-9111-7c5f890428f0,6,0,0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0
161,3f9ded54-d88f-5d23-a06f-e4b4b7458120,15,11,0,31,22,8,0,0,0,0,0,2,0,0,0,0,0,3
162,31f4ec6c-a2fd-598b-9eff-d09a49fdc5dc,5,10,0,14,35,2,0,0,0,0,0,5,0,0,0,0,0,6
163,baceb699-a9d2-5c5c-a60e-2411e0beb8a7,3,0,0,4,5,1,0,0,0,0,0,3,0,0,0,1,0,0
164,3c42a9e9-a151-5026-9b19-77ba5fbe8d31,10,3,0,12,10,0,0,0,5,0,0,19,0,0,2,0,0,6
165,394245ef-dca8-5652-bbb4-04b67d93f521,1,0,0,6,2,1,0,1,0,0,0,6,0,0,0,0,0,0
166,71a8b82d-8fc9-50c0-b9b3-05696c9f9d18,10,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
167,3ab5b016-d589-5e00-a943-a3ca597054f6,2,5,0,17,9,0,0,0,0,0,0,6,0,1,0,0,0,6
168,35d8ae72-44cc-5e25-a8ae-06e9e0dec4b1,4,3,0,6,3,3,0,0,0,0,0,1,0,0,0,0,0,0
169,cca32d2c-0ed4-5599-99f4-7bc6ec24d491,12,3,0,11,15,0,0,0,0,0,0,9,0,0,0,0,0,2
170,3f3aee51-45b0-59a0-966a-b169287bbcb8,11,1,1,4,7,4,0,0,1,1,0,2,1,0,0,0,0,1
171,2baa88c5-69d8-52d0-b9dd-2d75124f3c2f,13,0,0,4,9,0,0,0,0,0,0,17,3,0,0,0,0,3
172,f71c62f2-a167-5a3e-a82f-02ff861c1501,0,1,0,3,32,2,0,0,0,0,0,16,0,7,4,0,0,3
173,f259285e-ec18-5614-a24a-bf05a70d9bba,13,11,0,16,6,1,0,0,0,0,0,4,0,0,0,0,0,3
174,99e82021-34d6-5c72-957e-4b9ef6c381df,13,0,2,13,6,8,1,0,0,0,0,2,3,0,0,0,0,3
175,e2b55a19-cf11-57f1-9830-fd7ff32f4204,5,4,0,9,8,0,0,0,0,0,0,2,0,0,0,0,0,6
176,2a55579a-dbfd-5ba9-ad33-dc81dfcc4122,5,0,2,7,4,0,1,0,0,0,0,0,1,0,0,0,0,6
177,2add64fd-95c9-5b25-aca1-74be7d1366a3,4,0,0,7,0,0,0,0,2,0,0,1,0,2,0,0,0,4
178,265902c0-5e8c-56f7-8231-288207e8d04c,1,1,0,8,6,5,0,0,0,0,0,18,0,3,0,0,0,11
179,59553f6d-bcc4-5e0b-b8c4-53565cfeca34,10,13,0,14,10,1,0,0,1,0,0,7,0,0,0,0,0,5
180,4b4762d3-daa2-5faa-8aa7-165c045e3efa,5,2,0,8,9,0,0,0,0,1,0,4,0,3,0,0,0,3
181,db977cf7-e579-57ab-87a2-37c097975141,13,9,2,8,8,0,0,0,0,0,0,17,1,0,0,1,0,4
182,6da9caf0-a4c1-56df-9a74-83607a6712b0,8,1,0,8,6,0,1,0,0,1,0,2,0,0,0,0,0,1
183,d7f61762-7762-5f11-875b-81f50208e7d0,0,0,0,3,1,0,0,0,0,0,0,9,0,1,0,0,0,7
184,fa11b7ce-33c9-51a9-935d-870448ef2778,2,3,2,10,1,0,0,0,1,0,0,5,0,0,0,0,0,1
185,6f60e066-b616-56b2-992d-4ba8903842f8,3,1,0,6,3,0,0,0,0,0,0,3,1,0,0,0,0,6
186,72132df3-5af1-581b-9489-05cc6cf2f8b2,1,2,0,22,0,0,1,3,4,3,0,6,0,1,0,0,0,5
187,9e4eaa27-7bb6-5a10-8b5f-8a70ea01f2ea,1,0,0,5,2,3,1,0,0,0,0,8,0,2,4,0,0,10
188,fa78fb68-1d6c-51b4-9697-372cbf1a0225,8,7,1,14,12,1,1,0,0,0,0,6,0,0,2,0,0,2
189,07e9e46b-98da-5a65-a1d3-49adc19a06bf,6,8,0,22,27,0,0,0,2,0,0,3,0,0,0,0,0,12
190,d95276e7-e46c-5442-8c7e-ca9b56c90897,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,13
191,22dd620c-0512-5a48-838d-0a850262fc75,2,1,0,6,5,0,0,1,1,0,0,8,0,0,0,0,0,0
192,6141fb5a-5ac1-5f76-8eec-98aeccb7bc85,7,1,1,18,11,3,0,0,2,0,0,6,1,1,0,2,0,4
193,3d043dcb-cd2e-53af-9f3c-59d339c8d80f,3,1,0,19,21,11,0,0,0,0,0,24,0,1,0,0,0,10
194,ef47e1ea-5085-5838-a89a-fb01fc85166e,5,1,0,8,1,0,0,4,0,0,0,11,0,0,0,0,0,2
195,a9d71e1b-0f3f-5d76-9bf6-b3459b8b5398,4,3,0,16,42,2,0,0,0,0,0,14,0,0,0,1,0,11
196,35db6f52-b979-50a8-8400-1521e9bc434b,21,5,0,15,6,0,0,5,0,0,0,11,0,0,0,0,0,6
197,65e8fb69-0042-565e-bdf7-1d739e31bded,3,1,0,25,2,0,0,0,0,2,0,1,0,0,1,0,0,2
198,3b9b57d0-307c-5988-984d-7efcee514a2e,6,0,2,8,0,2,0,0,1,0,0,1,2,0,0,0,0,0
199,0c0efaa3-f074-5f4e-a640-8646001dd812,3,0,0,3,0,0,1,0,0,0,0,2,1,0,0,0,0,3
200,abd31f82-91c4-595a-a98f-0e74bf953d98,1,3,0,4,1,0,0,0,0,0,0,5,1,0,6,0,0,6
201,e0ca78ae-6807-5566-8a94-ce7a59ce5469,26,2,0,8,4,0,0,0,0,0,0,6,2,0,4,0,0,2
202,8e87e862-5136-53ba-bc9f-204676eccfe5,9,0,1,11,2,3,0,0,4,0,0,6,0,0,4,1,0,2
203,b6ed0cc4-b208-5741-9a8e-80ccb38b6462,6,14,0,17,16,1,0,0,0,0,0,6,4,0,0,0,0,2
204,976318c5-e014-50e1-a065-db03b0f247f8,1,0,0,3,2,1,0,0,0,0,0,2,0,1,0,1,0,2
205,fd954809-86bb-5249-9b58-3841a81ed6b0,1,1,0,4,3,1,0,0,0,0,0,2,0,2,0,0,0,3
206,775728c5-e2f9-55a0-a763-eef51c6ad0dc,62,0,1,40,14,2,9,1,0,0,0,34,1,0,0,0,0,20
207,6b471ee7-59c2-510d-971c-e2d1d47d2964,7,0,0,9,5,0,0,0,0,0,0,7,0,0,0,0,0,7
