,uid,PERSON,NORP,FAC,ORG,GPE,LOC,PRODUCT,EVENT,WORK_OF_ART,LAW,LANGUAGE,DATE,TIME,PERCENT,MONEY,QUANTITY,ORGINAL,CARDINAL,label
16018,a9027906-b4fa-50a4-bfad-e5d972c3745d,1,0,0,1,0,0,0,0,0,0,0,4,0,4,0,1,0,1,0
9800,7eff81cf-dcd3-54d2-af0b-998415400073,0,0,0,3,1,0,0,0,0,0,0,2,0,0,2,0,0,3,1
19401,ce1b94ad-4ba2-5187-a4ed-5784bebc7505,18,0,0,23,15,1,2,0,0,0,0,11,0,1,0,0,0,11,0
10760,51879ca9-0b83-5609-9b83-c1fed1a1c1ff,5,1,0,1,7,1,0,0,0,0,0,1,0,0,0,1,0,3,0
17895,a424694c-6834-5b07-80a6-79412534d673,9,6,0,21,7,0,0,0,0,0,0,9,0,2,0,0,0,2,0
19962,33313ce9-e57c-5d06-a2be-03fc22a53f2b,5,0,1,5,4,1,0,0,0,0,0,3,2,0,0,0,0,1,0
16821,a6193943-d7c8-5016-9e6f-cdb7fd6dbcee,4,3,0,6,2,0,0,0,0,1,0,4,7,0,0,0,0,6,0
12750,99adeb22-1e88-5343-a08c-61cc786e50c0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0
7454,bcf2aa4a-7c5e-509f-a844-c84050ebcbab,1,0,0,2,3,0,0,0,0,0,0,3,0,0,0,2,0,14,1
6661,62884bfd-2326-575d-8c69-278e5952f4c0,2,2,3,6,1,0,2,0,0,0,0,8,0,0,0,0,0,12,1
11739,7ffc4088-7b5d-5b5c-a7c7-39d03835206b,2,5,0,6,2,0,0,0,0,0,0,4,1,0,0,0,0,5,0
14770,014e6e77-3b8f-5ed8-9786-7e2a59966d63,3,1,3,7,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0
5257,600c85ae-7264-5528-92d1-a46375c69207,8,0,0,7,3,0,0,0,0,0,0,10,0,0,1,0,0,31,1
3906,995a99c0-c961-53a8-8c10-133013fea880,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
16495,c9a737cd-f60d-5c1d-a786-80d211e17bf8,3,3,1,2,1,0,0,0,0,0,0,3,6,0,0,0,0,2,0
14083,1d5fe81c-a2d7-5d4a-8520-de7cae071121,0,0,0,0,1,0,0,0,0,0,0,3,1,2,0,0,0,0,0
2579,cfa40017-da06-522e-af4a-f30612067cc3,23,0,1,4,1,1,0,0,0,0,0,8,3,0,0,2,0,5,1
15714,12abf176-2c45-5b5d-a83a-c90963ebd38c,3,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0
8045,20fa6f58-6cd0-555a-bd57-262f636a1a61,1,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1
10681,6431aa93-8fd3-5a7a-9963-e3c4cca70d88,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0
8900,cac71f97-b7c7-5dc7-8ea7-cacd0bdd4049,18,3,0,6,3,0,0,0,0,0,0,6,0,0,0,0,0,11,1
9687,537c2129-ca4b-5948-b352-9b5eff58092e,1,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1
251,ef948170-d94d-54c9-9957-0502e2f1b009,1,0,0,1,2,3,0,0,0,0,0,1,1,0,0,1,0,1,1
9199,0c34e6f9-2c59-55c0-af37-d329b8d021a8,19,4,1,20,7,1,2,1,0,0,0,7,1,0,0,0,0,3,1
8782,341237b6-20f3-5188-b5df-a7f389749eac,0,0,0,1,3,0,0,0,0,0,0,6,0,0,2,0,0,2,1
5911,6a2a2487-7653-5747-94bd-5e9d7ff6fdce,0,1,0,2,2,0,1,0,0,0,0,9,0,0,1,1,0,5,1
14052,32e11769-f6b1-50a1-ba32-ac1ede88f6d4,6,0,0,3,1,0,0,0,0,0,0,5,0,0,0,1,0,3,0
8087,5d1f1659-d2cf-5741-bc4d-0a401eed5715,0,3,0,3,4,0,0,0,0,1,0,4,0,0,1,0,0,10,1
6346,406fc670-7b03-5135-a071-108c5753b0ae,2,1,0,0,4,0,0,0,0,0,0,4,0,0,1,0,0,3,1
13731,8f6c04a3-0385-5ed6-873a-c6ed8211a7f4,0,1,0,1,2,0,0,0,0,1,0,3,0,0,0,0,0,1,0
811,0fca8452-d828-513d-aa09-3ea8620b2b16,8,1,0,4,1,1,1,2,0,0,0,15,0,0,3,0,0,9,1
11274,ed33212d-2684-5237-8890-f41f3df740ed,2,0,0,3,7,0,0,0,0,0,0,4,0,0,0,1,0,2,0
9561,a0384b4e-32c5-5603-88e9-b87d80159f31,11,0,0,11,1,0,1,0,0,1,0,13,0,0,0,0,0,3,1
19949,b81c2fe9-9496-597a-ba56-553475a81c29,9,0,0,12,4,1,0,0,0,0,0,7,0,0,0,0,0,0,0
1323,02182a11-8418-50b4-a2c8-03789511a4c8,4,1,0,3,2,0,0,0,0,0,0,1,0,0,1,0,0,4,1
19828,afe35d70-ccb5-591a-9a77-8975c15a5d78,20,0,5,24,9,0,5,1,0,0,0,38,0,1,0,2,0,12,0
12511,7fb1bac7-e607-5b6b-9853-083999599c7f,13,1,0,3,11,0,0,2,1,0,0,16,2,0,0,0,0,7,0
4460,c6066255-bb06-5948-9fc8-ec39587abdd3,24,10,0,29,21,0,1,1,0,0,1,37,2,0,6,0,0,11,1
13572,ceee7edd-2f68-5e29-8154-28206ba67efe,4,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0
710,62bcba57-f84f-5574-93d4-ef8d4871287f,3,0,0,2,3,0,0,0,0,0,0,5,0,0,0,0,0,9,1
11383,1e2e65ca-f09d-5f6c-8b53-5f36e779eb11,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
5649,eb218ed8-bfeb-5ee1-8f02-c47adbd20756,15,3,3,19,7,2,1,1,0,0,0,48,33,0,0,2,0,24,1
14609,4db51737-2731-5a59-8e54-9bd513880799,12,1,1,1,7,0,0,0,0,0,0,6,1,2,0,6,0,3,0
12430,fc446341-68c1-56f8-a6b6-639422541a34,2,0,1,4,14,0,0,0,0,0,0,6,4,0,0,0,0,4,0
18472,9b4d4eeb-90e4-5d6d-86ef-91a92adb77e8,4,2,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
8275,b122f9cc-bd2e-56cd-8415-344769f9342b,7,3,1,5,2,0,0,0,0,0,0,5,1,0,0,0,0,5,1
15378,60473567-d270-5908-ac54-8dead3835ea7,7,0,0,1,3,0,0,0,0,0,0,5,0,0,0,0,0,1,0
4300,c8dd8db0-9935-50b8-95d2-28cad14771a5,2,0,0,2,2,0,0,0,0,0,0,3,0,0,0,2,0,5,1
16259,1fac6383-4d1e-513a-84cf-815b65efc1ab,1,0,0,4,1,0,0,0,0,0,0,8,0,0,0,0,0,1,0
14001,da410650-8228-58fd-9112-06e3c8c73086,2,0,0,9,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0
18192,ba8bb5e5-a5e0-5a63-a96e-cb1d556aa9d6,1,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0
11527,e80b9917-3ed2-5b67-b7e7-1eed43011280,2,0,0,1,1,2,1,0,0,0,0,3,0,0,0,0,0,4,0
19116,d2c0c843-f01f-59c1-92e2-96cab821d7b4,3,0,1,0,0,0,0,0,0,0,0,5,1,0,0,1,0,6,0
14311,4beef5f3-23d9-5df9-98d5-4a5c611b918d,19,2,2,4,5,0,0,2,0,0,0,9,11,0,0,1,0,9,0
4599,7e566674-25cf-5387-b880-793b32ff43d6,19,0,1,10,7,3,2,0,0,0,0,45,1,0,1,0,0,60,1
14713,8e37a9a4-810b-5587-87c1-6044db313a0d,15,4,1,11,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0
4906,7495e14b-3662-5e17-8cb5-eaf3285d4830,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
12925,433809b7-90f8-5c88-8caf-6b9dc78c0cea,11,2,1,7,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0
11033,2fa6aa80-6713-5cd4-8eb6-06868a844068,2,1,0,17,0,0,1,1,0,1,0,7,0,0,0,0,0,8,0
4070,30313c4e-dac4-5c90-a5c6-5a7b14835253,7,3,0,0,1,0,0,0,0,0,0,7,3,0,0,0,0,4,1
7528,acc639a5-8a6c-55da-9ced-bde3004bc771,0,0,0,5,3,2,0,0,0,0,0,5,0,0,0,1,0,3,1
10678,a03e0492-b6a3-52c7-99db-e8b20ccbee09,2,1,0,3,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0
7087,9248ceee-d623-50c9-b293-9af787a1e59a,0,1,0,5,5,1,0,0,0,0,0,5,0,0,0,3,0,4,1
2282,b89614ca-ff4b-5e64-a017-0225053e69db,27,8,0,16,5,0,0,0,0,0,0,24,3,0,1,0,0,5,1
11174,4fb75f39-bef5-5c4c-afd5-d36d77b720c7,7,19,0,4,23,2,1,0,0,0,0,5,0,0,0,0,0,5,0
17164,3d4801c0-7ea8-511e-86f9-544380a4810d,4,4,0,11,8,0,0,0,0,0,0,4,0,0,0,0,0,10,0
5390,4abf8de2-262e-594d-b6f7-7eecdae43b7c,3,0,0,1,0,3,1,2,0,0,0,2,0,0,0,0,0,0,1
4302,28f95fbf-6c20-5cca-94c6-e23224c1e5a8,23,30,0,14,8,0,0,0,0,0,0,3,0,0,0,0,0,2,1
9625,a2d91813-75e4-5eaf-abf7-f63d1c5c1315,31,1,0,4,8,0,3,2,0,0,0,17,5,0,0,0,0,3,1
2696,6aab787d-3326-5ca3-9d5c-8a34a9bfe4a1,2,2,6,9,12,5,0,0,0,0,0,10,0,0,0,7,0,10,1
18562,6e6a83ff-8cb9-59b9-99d9-e86f6cf3b59f,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16670,08c36b48-1828-5186-b091-cfab4a09aedd,4,3,1,10,10,0,1,0,0,0,0,6,0,0,0,0,0,1,0
11453,d1d4f669-ba90-5931-9659-b4d769b9b186,8,0,0,14,8,0,0,0,0,0,0,4,1,0,0,0,0,4,0
19062,8201eaa8-33dd-5b3e-9f76-b0bdc6ca43f2,4,13,0,9,6,0,0,0,0,0,0,7,0,0,7,0,0,2,0
13140,233dc239-e0e8-55a1-95e5-a3cd58dc7604,3,4,0,3,8,7,0,0,0,0,0,4,0,0,0,0,0,6,0
10297,730e27fc-4396-5cfe-8791-d747935b3b63,4,4,0,0,3,0,0,0,0,0,0,2,6,0,0,7,0,2,0
2716,67772113-ad53-5c71-a241-f1830cd2597e,5,1,0,16,10,0,2,0,0,0,0,36,1,0,1,2,0,81,1
3471,c225cb15-e9b6-50a6-a156-bcac51171fba,8,0,0,9,1,0,2,0,0,0,0,5,0,0,0,0,0,4,1
6828,aa3ba56c-499c-505b-8316-5c2943b9f9ae,2,16,0,25,12,0,0,0,0,0,0,16,3,16,0,0,0,34,1
3138,e68dc2f4-8dd2-5fe6-8190-0fcd056eb314,16,2,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1
5029,9d9f11e4-3d06-5551-b1cf-342ee4ca5a55,13,4,0,7,13,0,0,2,0,1,0,8,1,0,0,0,0,12,1
17023,32e4814e-5207-5115-b012-b950ca3c0545,4,3,0,0,6,0,1,0,0,0,0,2,1,0,0,0,0,0,0
15228,0ac4aad6-7938-5809-8c96-2748b0a65688,5,2,0,2,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2184,b3686ade-ad8d-5335-b829-8abb34df2776,3,1,0,3,7,0,0,0,0,0,0,8,0,0,0,3,0,34,1
15109,38d688a0-368c-53ab-b9d5-5562b6947fb0,5,1,2,3,2,1,0,0,0,0,0,2,0,0,0,0,0,2,0
17633,7fd5dc3e-afa5-52a2-8564-5428482e4695,1,1,3,3,3,0,1,0,0,0,0,2,0,0,0,0,0,3,0
11428,bd3d33b5-6ee7-5227-84f9-c67fbaac75bf,4,2,0,2,9,1,0,0,0,0,0,10,1,0,1,0,0,6,0
14974,e980ae9e-c011-5389-b1db-7834ef7729b6,2,1,0,3,3,0,0,0,0,0,0,12,0,0,0,1,0,22,0
8555,be5f16dd-8f92-55d7-b09e-45fd80a3970b,0,0,0,2,2,1,2,0,0,0,0,5,0,0,0,0,0,5,1
19719,5cc2962e-1ac3-5af7-8157-82d12d0c637a,1,0,0,2,6,0,0,0,0,0,0,8,0,4,4,0,0,3,0
2542,143a1b33-74b7-5b27-9bf7-22f4b72aff93,2,0,0,8,0,0,0,0,0,0,0,3,0,3,1,0,0,9,1
1478,4a93c299-3f39-55c1-8ff8-3e911ffaac0a,9,2,1,6,7,0,2,0,0,0,0,8,0,0,0,1,0,3,1
4063,86b09852-b0c1-53b9-b2b7-7619668cad2d,18,2,2,7,4,2,0,0,0,0,0,3,0,0,0,3,0,2,1
5740,49d51231-c4c0-56da-bb3a-fa945ed8e4f5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
8099,3e8f5384-7f79-5db7-86ea-db7aa5a12ea7,1,5,0,5,4,1,0,0,0,0,0,4,0,0,0,0,0,3,1
6399,732c523f-a95f-5f3d-9c26-c3d5dd60aac1,1,0,0,8,3,0,0,0,0,0,0,6,0,1,0,1,0,2,1
18804,53c1159c-dc17-5bb4-9b82-5ff0ec147743,2,4,0,1,7,1,1,0,0,0,0,2,1,0,1,0,0,1,0
10516,ff4b5653-1e86-534f-b645-3ae9fc837762,3,2,0,5,1,0,0,0,0,0,0,5,0,0,0,0,0,5,0
2903,a5dd03e9-e08f-5bde-8ffe-fa847da8c963,8,0,0,2,11,0,0,0,0,0,0,4,0,0,0,0,0,3,1
6586,83e92242-3b2a-5be7-bdec-93c7e6e126be,8,2,0,3,7,0,1,0,0,0,0,1,2,0,0,3,0,3,1
15265,3dd17634-9a8c-5a9b-965f-a13d5c86af3a,3,1,1,6,4,0,0,0,0,0,1,4,0,0,0,0,0,3,0
11446,37ca2f01-247f-504a-9aea-a1b6eb81c0f0,1,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0
15333,0960e75b-ef3e-59e2-9146-34782f73b84b,9,2,1,9,18,0,0,0,0,0,0,9,2,0,1,0,0,8,0
1136,900880e3-d333-5e16-bd17-063c1e51f513,1,0,0,2,1,0,0,0,0,0,0,3,1,1,1,0,0,0,1
2464,95873e5e-4229-5b6a-acb7-774d9679e886,14,0,0,8,2,0,0,0,1,0,0,5,0,0,0,2,0,12,1
18589,a65960e9-36cd-5425-9e84-497beb2db94f,6,3,0,6,13,0,0,1,0,0,0,2,0,0,0,0,0,0,0
9529,34ee9551-ac0f-52cf-8415-976460c5069d,32,30,8,33,48,4,2,2,0,0,0,40,5,1,0,0,0,48,1
17039,962c1e8b-2564-5b94-82e6-6208fd0685da,2,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
17979,06d2f388-6855-5ae3-bfe0-f43e6fd40324,6,1,1,1,5,0,0,1,0,0,0,2,0,0,0,0,0,2,0
19551,7524d296-9c36-5db1-84d2-490b1dab452d,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
13412,40d6da88-5287-5405-a766-91e6ae880943,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
12663,d61e7723-6f58-537f-bfac-209381c4d7ba,1,3,0,4,18,0,0,0,0,0,1,4,0,0,0,1,0,5,0
8206,9161d53b-9ac4-5c19-bc2a-e1dd9fa0ed13,13,0,1,24,13,1,0,0,1,0,0,6,4,0,0,1,0,11,1
5514,4353ce2d-482c-559c-8171-49c23540bba5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6797,b8bc15e5-ee28-5ae0-9397-9fdb0da3e3d5,4,1,0,9,3,0,0,0,0,0,0,9,2,0,0,0,0,4,1
3263,3a4c1cf7-e0e6-58a3-a187-3d6daaf7f855,13,5,0,11,5,0,0,0,0,0,0,1,0,0,0,0,0,2,1
990,a7d68684-b4f0-50d6-8078-6e4ea760c8f5,7,0,2,8,4,0,6,0,0,0,0,8,1,0,0,9,0,27,1
807,b0a7c77d-123f-52eb-8353-ff3a016de16a,0,0,2,3,1,0,0,0,0,0,0,5,0,0,0,0,0,7,1
10355,d2b72780-8346-5a91-add7-65e236680f1e,5,1,0,5,4,0,0,0,0,0,0,19,0,0,9,1,0,16,0
12998,e06a15c1-def4-570c-8b57-6db466bd0d05,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0
17177,e5d22cda-6845-5ae5-8821-c9d624b458b9,27,2,0,5,13,0,0,2,0,0,1,8,2,0,0,0,0,4,0
17687,490f93c9-36a7-54b5-b0ec-e8b51b9284aa,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0
1528,b8d336a4-f764-5da9-a8d9-b1fc0574298a,7,4,1,12,16,1,0,0,0,0,0,9,0,0,0,0,0,8,1
9013,f0f579ba-599f-51b3-9867-a81c7b6a6a46,9,2,0,7,25,1,0,0,0,0,0,16,0,15,4,0,0,0,1
11042,daca4f4f-724a-5ef6-bb11-7a6541351a49,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0
16426,08dee983-bf4d-58ed-94e6-ac09d10e5c07,2,8,0,10,8,2,0,0,0,0,0,8,1,0,0,0,0,8,0
12330,a140e995-34d6-55c0-be57-5d4c73c97103,2,3,0,7,1,1,0,0,0,0,0,4,1,0,1,0,0,3,0
9009,99e3f354-10e1-5c8e-bafa-921628d8ccf7,13,1,0,2,1,1,0,0,0,0,0,6,2,0,0,3,0,6,1
16287,d1dac0f0-5f10-5b21-bdba-3f7aa620c207,2,6,1,7,5,7,1,0,0,0,0,32,0,12,2,1,0,24,0
2273,9f1276c2-ad14-578f-a879-9df7f4761db8,6,1,0,12,2,0,0,0,0,0,0,5,0,0,0,0,0,8,1
18139,911d1795-f93d-5f0e-824f-e4c6c0d24122,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8834,ea7bfad5-3396-584c-9d80-8645a12b1fe3,9,1,0,4,1,1,0,0,0,0,0,4,1,0,0,0,0,4,1
7304,9862ca7d-c0a7-56c4-8a75-b92d709af796,1,2,0,5,2,0,0,0,0,0,0,21,0,0,0,0,0,7,1
479,e0f06b94-f99d-5239-84be-df76af0f5189,5,0,0,4,0,0,0,0,0,0,0,5,1,0,1,0,0,4,1
4907,d547606a-ca7e-5f3e-8fa6-ded29ca4a6a9,0,1,0,0,2,0,0,0,0,0,0,9,0,0,4,1,0,3,1
16157,9e561d84-8430-599b-847a-0f08a199f489,7,2,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,8,0
2174,48c47dcc-9766-5560-8ddd-aeabd7518957,1,2,1,1,5,0,1,0,0,0,0,3,0,0,0,0,0,3,1
9748,92a966b8-50c8-5080-afb4-9eb58908203a,1,1,0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,3,1
10810,5c819168-9cca-57e1-9e72-ad6cd3404436,2,2,0,3,0,0,1,0,0,0,0,10,0,0,1,0,0,4,0
2397,e43b6a24-e90f-5228-b6f0-767f65c7226c,1,0,0,5,5,0,0,0,0,0,0,4,1,0,0,0,0,0,1
13075,dd7f78e3-b098-5549-83ef-accb9d2830b4,3,0,0,0,1,1,1,0,0,0,0,4,1,0,0,0,0,0,0
2026,6681f051-b681-5f37-aaf7-3b612ab42c56,9,4,0,10,6,1,0,0,0,0,0,6,0,0,0,0,0,0,1
17720,ff4d2934-6db4-592e-b836-da096c55f650,5,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
14087,9c54e847-4872-5c4c-83ae-482ae71252f7,6,3,1,2,4,0,0,0,0,0,0,6,0,0,0,0,0,1,0
6626,d66d09e1-acce-5c56-9fe7-1daba6525e37,1,0,0,1,6,0,0,0,0,0,0,2,2,0,0,0,0,1,1
3375,bf81d097-40ef-5133-b30c-21f0a92c0817,9,2,0,18,7,0,0,0,0,0,0,79,1,0,1,0,0,54,1
3870,11878d01-d864-5c5f-834e-b95d4b9cf3e0,4,1,0,4,0,0,0,0,0,0,0,9,0,0,9,0,0,1,1
1317,8bc6da2b-170e-5fdb-873f-5afac0927206,8,0,3,2,30,2,0,2,0,0,0,8,1,0,0,1,0,19,1
18060,1c9659dd-cc24-5e8c-8b9a-2ef183573845,26,3,0,8,4,0,0,0,0,0,0,8,2,0,0,2,0,6,0
9638,30d4f716-79ff-58c3-8a66-06c064d2aa57,9,2,2,5,8,0,0,0,0,0,0,13,1,0,1,0,0,3,1
236,91b8296d-774d-5ea0-b48f-b176e06719ae,6,0,0,23,2,1,6,0,0,0,0,9,0,0,0,0,0,1,1
8190,4ecea269-9682-562e-936f-8c1ccb9bde0c,3,1,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1
19394,abe4d25f-d8d3-5db4-b0a7-2327534a7262,4,3,0,5,4,0,0,0,0,0,0,8,0,0,0,0,0,7,0
6123,2dbeb49e-77fe-560f-833e-c3252461e816,14,5,0,13,19,1,0,0,0,1,0,15,0,0,1,1,0,15,1
2403,2bd35258-4c65-5e59-8715-7ef5e87e3cdd,2,0,0,7,6,0,0,0,0,0,0,3,1,0,0,0,0,0,1
12181,3190c459-fcb3-5eb1-bd57-a87a41c24dc6,3,1,1,2,5,0,0,0,0,0,0,7,0,0,0,3,0,6,0
5177,1de311e6-3d95-58f2-a288-0ba3693adbee,4,0,0,11,9,0,1,0,0,0,0,11,0,0,1,0,0,9,1
4614,1a53bcc0-655e-500f-ada2-c5eafc894767,0,0,0,3,4,1,0,0,0,0,0,17,9,0,0,5,0,14,1
5653,78edb645-2bb6-596f-a4b5-84963c019ec0,2,0,0,2,3,1,0,0,0,0,0,3,0,0,0,0,0,11,1
293,509fda18-c6a6-5484-88de-de6ea2d2d14a,5,3,0,26,4,2,1,0,0,1,0,9,0,0,0,0,0,9,1
12101,99c26232-fbf5-5612-9f20-1db64b863bc5,6,8,0,14,8,0,0,0,0,0,0,9,0,0,0,0,0,6,0
6812,cbe3072b-61d3-56e6-bd15-f12b9be7b48c,3,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,4,1
18239,3601cbc4-4e68-56e3-8602-398b795bd6d2,2,1,1,2,2,0,0,0,0,0,0,4,0,0,0,0,0,7,0
18445,942f6a97-82bc-5dd0-b728-3c3ef66ed01e,3,1,0,6,4,0,0,0,0,0,0,2,0,0,0,0,0,4,0
5309,bc597624-1c87-57d3-8ef8-9b18c9a8435b,7,0,2,4,9,1,0,0,0,0,0,4,0,0,0,0,0,7,1
17763,2aae9928-b834-5ccb-a48d-9379b3c11fc2,16,3,0,6,13,0,0,0,0,0,1,4,0,0,0,0,0,5,0
9824,eefa7f62-c872-5506-92fa-d56f5e78cd93,4,12,1,10,7,2,0,0,0,0,0,5,1,0,0,0,0,10,1
10538,590bb61e-df36-5da8-bc3b-84e5a411af87,1,0,1,2,0,1,0,0,0,0,0,4,0,0,0,1,0,2,0
8266,4b097af6-66ea-5c8c-bf32-a034815dd4b9,16,0,1,5,5,1,0,4,0,0,0,9,2,0,0,0,0,3,1
11434,836ccfdf-28da-54f8-b75a-7f7eb8b409bb,1,4,1,7,3,0,0,0,0,0,0,5,0,0,0,0,0,6,0
7004,752bd182-fc63-5f57-baca-68c31febd307,9,4,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1
19508,77e2b1f0-6124-51ce-b2de-395be3edee1d,14,15,0,12,5,0,0,0,0,0,0,8,0,4,0,0,0,3,0
6047,6567a86e-05fd-5aa0-b3d0-97da6cad4681,1,0,0,2,1,0,0,0,0,0,0,3,0,0,0,2,0,0,1
15709,6b9208ca-ef2a-5078-9ff1-2ac19d3fcf8a,6,1,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0
3941,c3e4210a-6f61-5143-942a-87b7e0f13410,5,3,0,12,9,0,0,0,0,0,0,5,0,0,2,0,0,4,1
2892,677f6b30-d7f7-5c88-9fe1-c128273ac498,10,2,0,1,1,0,0,0,0,0,0,15,2,0,0,1,0,7,1
19935,85856b89-f1a7-5b03-b110-2ea99c2141b0,12,0,0,9,2,0,0,1,0,0,0,10,1,0,1,1,0,5,0
4699,6b2f0832-4dd3-5d7f-b258-16eb38676127,1,0,0,5,1,0,2,0,0,0,0,9,0,0,1,0,0,8,1
5336,ef0bc2fc-8be4-5048-bdd1-e6ea395d4c12,2,0,0,2,3,0,3,0,0,0,0,3,0,0,0,0,0,2,1
2109,ae3a2393-799e-590c-becc-efd45e0d8d78,10,14,0,10,0,1,0,0,0,0,0,10,0,0,0,0,0,9,1
18255,9923ee5f-5f2f-5075-9a5a-11967fac0c0a,6,1,3,7,6,3,1,0,0,1,1,5,0,1,0,0,0,12,0
13775,7da2d8c2-5b19-527c-b31f-10a2a30f88bf,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
15598,856f9739-0c2e-5d42-b715-6b2350742c26,102,31,6,72,32,4,0,3,0,1,0,55,4,15,0,4,0,13,0
3387,4bb2f14a-8504-544a-9345-3ed27d44b79a,6,1,0,8,3,0,0,0,0,0,0,2,6,0,0,0,0,3,1
18590,2d889cab-ea5b-5868-a018-c17ed0e1bb74,12,2,0,5,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0
88,34242dc7-1874-574c-8ee6-8957f0b551d7,14,1,0,3,6,0,12,0,0,0,0,4,0,0,0,0,0,10,1
14644,a5c37eb6-f582-5cdc-a58b-9cec74a90e60,4,4,3,2,2,0,0,0,0,0,0,6,1,0,0,1,0,5,0
2662,2ef76be0-1292-55e8-93ad-9382ec689bda,7,0,0,5,3,0,0,0,0,0,0,8,2,0,0,0,0,6,1
10192,6141fb5a-5ac1-5f76-8eec-98aeccb7bc85,3,4,0,0,10,1,2,0,0,0,0,9,4,0,0,2,0,4,0
6088,784e6333-9f96-52ba-b748-f336fad2ef47,1,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0,5,1
19410,01c81524-2dc1-58e6-94f9-6dab3133ed0a,1,0,0,1,2,6,0,0,0,2,0,2,0,0,0,0,0,1,0
10906,6180cafa-336b-5fa1-b90b-41d6facb5d80,0,8,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
755,d23bdfe5-1544-5742-9778-37de38b24071,1,2,1,2,9,0,0,0,0,0,0,0,4,0,0,2,0,3,1
12082,04f7dba5-d4eb-5aa4-b373-ca8ef49cfcb2,5,0,0,1,11,0,0,0,0,0,0,6,0,0,0,1,0,22,0
6363,f997b3df-ec83-5225-8d0a-3ce4afa36d2a,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,3,1
7025,a257b79f-dbff-59e9-95eb-d1cdf558cd8c,2,0,0,5,4,1,1,0,0,0,0,9,0,0,1,0,0,2,1
19921,4d5719f9-436e-5966-9856-eac65e29f649,9,0,3,6,3,0,0,0,0,0,0,11,1,0,0,0,0,3,0
18936,89d5fba0-aa8d-5538-b8ed-76573532ca28,7,5,0,5,0,0,0,0,0,0,0,6,1,0,2,0,0,9,0
7643,82d98993-d3a8-569e-b340-56dbe957337d,2,0,0,2,3,4,0,0,0,0,0,1,0,0,0,0,0,2,1
13917,7bc4c68d-b14d-563a-a46f-e8391779a25e,11,0,0,3,10,0,0,0,0,0,0,2,1,1,0,1,0,22,0
18155,3f2f5ac3-0225-5cc6-973b-909bf2fe9f53,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14686,84addb8f-e6d8-52c0-84cf-24f160ae5583,2,0,0,7,2,0,0,0,0,0,0,3,0,0,0,0,0,3,0
19861,07f1fa77-d362-5ec2-92ed-dd11ff856276,36,6,1,10,3,2,0,0,0,0,0,19,4,0,0,0,0,4,0
14183,90214bd2-2af2-5273-a6c5-186558dea0c1,2,1,0,17,10,0,0,0,0,0,0,4,0,0,0,0,0,6,0
