,uid,PERSON,NORP,FAC,ORG,GPE,LOC,PRODUCT,EVENT,WORK_OF_ART,LAW,LANGUAGE,DATE,TIME,PERCENT,MONEY,QUANTITY,ORGINAL,CARDINAL,label
6152,9a36a6a8-cb8c-5d4e-adda-af72905a3e16,5,0,0,3,3,0,0,1,0,0,0,10,3,0,0,0,0,3,1
1939,60f7aa37-c658-5bff-b4ae-ef3c7bbd4c12,7,1,0,6,3,0,0,0,0,0,0,9,0,0,0,0,0,2,1
16563,030d1c71-5cbf-521e-821f-f8f8d5a6bc83,2,0,1,1,2,0,0,0,0,0,0,20,0,1,0,0,0,13,0
10670,f0aa4c84-50d0-5774-b576-11bc57f1bbc5,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
11974,191a477b-2c9d-5701-8945-8c339917c094,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
4458,b719829c-8764-581a-b1f5-fc5efe98d68b,10,7,1,12,6,0,1,0,0,0,1,7,7,0,0,0,0,9,1
570,11940ad6-4311-5d85-8d25-f55b7eabf1c4,1,0,0,0,2,1,0,0,0,0,0,6,0,0,0,0,0,3,1
15216,9b641438-b98d-59b0-8592-a73a7143fdd3,0,1,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,3,0
19007,4d4a5bc9-6c71-53f0-aa3a-fd3e626b2e08,5,2,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0
11863,e0d2c153-9f86-5d70-8ad7-d78a30c9f0ce,9,8,0,13,7,0,4,0,1,1,2,22,1,1,1,5,0,70,0
11088,ec86f73c-5c54-5ab8-a06a-4a4a238572d6,0,1,0,2,3,2,0,0,0,0,0,1,0,1,0,0,0,11,0
17799,20011fb5-9baa-5b21-811b-99c08dcc9360,0,0,0,2,2,0,1,0,0,0,0,5,0,0,3,0,0,1,0
14367,a284fd4c-e0b8-5eec-b217-08f329713d6f,2,0,0,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1403,561cf317-bcce-5286-97c9-805797a811c8,1,1,1,3,0,0,0,0,0,0,2,4,2,0,0,0,0,1,1
15446,3fa99064-d5af-5b42-9a8e-492bd19b85b6,7,1,1,3,1,0,0,1,0,0,0,6,1,0,0,0,0,1,0
7217,442eda3c-c384-5291-8249-f1ac5e9006ac,11,4,0,3,8,0,1,0,0,1,0,6,0,0,0,0,0,0,1
8399,c354cee3-02de-5f0c-bf22-74cc1a82b4d4,14,5,0,10,1,0,1,0,0,0,0,4,0,0,0,1,0,8,1
4402,b6bf2ace-78bd-5a12-a599-6f168be167af,9,2,0,6,6,0,0,1,0,0,0,6,0,0,0,0,0,1,1
14950,99a1eeb7-8fbb-5136-bbf1-a99a5afdf6a1,83,2,5,16,10,0,2,4,0,2,0,10,0,0,1,10,0,64,0
2107,767082c0-d5b7-5bac-931e-440ab9c6610c,2,0,0,1,1,0,0,0,0,0,0,4,0,0,0,1,0,4,1
11007,310d7ea2-5830-5b90-8572-05fbe99e44cf,1,1,1,1,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0
8694,1716d7fc-8f4e-5c00-a598-3a684f3ad018,8,0,0,10,9,1,1,0,0,0,0,11,0,0,0,1,0,6,1
6638,c0d18779-c211-5dac-8e61-7b519f8b7fb2,32,4,0,15,18,2,5,1,0,0,0,106,9,0,1,9,0,107,1
13609,99f82614-c59b-5832-a72f-1f164f64fa6e,23,0,0,24,0,0,1,0,0,0,0,5,0,0,0,3,0,6,0
13011,d48513e2-5be6-5d71-b7fb-4ffb7561dbf7,11,0,0,4,5,1,0,0,0,0,0,3,0,0,0,0,0,3,0
6421,582bec9b-330e-5e65-80e5-67f004a7f60f,10,1,1,3,7,0,1,0,0,0,0,5,3,0,0,0,0,2,1
6583,3e65e87f-19f7-5d73-9e96-992a28b6f99f,3,0,9,6,10,1,0,0,0,0,0,5,0,0,2,3,0,7,1
5652,acdaa656-8f49-5ef8-8156-e64afd632647,0,1,0,3,3,0,6,0,0,1,1,4,0,0,0,0,0,4,1
12576,916b3334-f570-522c-985e-e8099d6b7039,10,1,0,6,1,2,9,0,0,0,0,50,1,0,1,0,0,59,0
17812,3e682078-c3da-5405-8caf-dbcc008ea5d6,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0
11268,901cf1c0-6c52-55ee-bbc9-cddc8d30c76f,2,0,0,1,0,1,0,0,0,0,0,4,2,0,0,2,0,2,0
4787,8878007e-4b3e-53a0-b21c-3aaced7d8e56,6,5,0,6,21,0,0,0,0,1,0,4,0,1,1,0,0,8,1
13480,b30f6212-f97a-5dcc-86fa-02a47700c85e,7,2,0,3,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0
7699,a11e74bc-c6e5-5b01-ad31-53d28dcf6a54,12,3,1,9,11,2,0,0,0,1,0,7,3,0,0,0,0,6,1
18205,c88c27bd-e5b9-5e19-a371-ca319087c06b,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,3,0
19033,6b626cd9-2781-53e3-9172-f41e6e55c8c2,5,0,0,4,2,1,0,0,0,0,0,4,1,0,0,0,0,5,0
14872,0c5b369c-b9d7-5360-ac0a-3db8a73df3e8,12,1,0,11,11,0,0,0,0,0,0,8,0,0,0,0,0,9,0
16126,5979717a-2958-5350-9890-5188c2e52226,4,2,0,4,7,0,0,0,0,0,0,1,7,0,0,4,0,5,0
2507,9ca42fbd-be8e-5600-9c37-9b32e05253f7,7,11,0,16,4,3,4,2,0,0,0,38,2,0,3,1,0,81,1
3510,9a4acee6-8eab-5d0e-bcf8-2dfb7556242e,58,4,1,34,31,1,2,6,1,0,2,21,3,0,0,7,0,37,1
11622,7b436bf0-e9f5-5343-9be2-1b61045ba4ea,0,1,0,4,2,0,2,0,0,0,0,16,0,7,0,1,0,8,0
4353,e73e5a2b-32a5-5993-9119-13367b1b133e,16,1,0,11,1,0,0,0,0,0,0,6,2,0,0,0,0,1,1
16849,6dbeabc4-de6d-5e3d-b572-26436b49a2f3,17,2,1,0,23,0,3,0,0,0,0,0,2,0,0,3,0,27,0
9967,c98f1f5e-eefa-5594-a9ee-de06f3235106,2,7,0,4,9,0,0,0,0,0,0,4,0,0,0,0,0,1,1
2466,f50f98ab-df66-5e70-986f-d4ee08d4619b,0,1,2,7,2,1,2,0,0,0,0,3,0,0,0,0,0,4,1
10585,f564f09a-3a29-5bbd-8c1a-040b14267ffe,1,1,0,3,2,0,0,0,0,0,0,8,0,0,2,0,0,4,0
2750,e11146d0-0281-5b37-8b01-145986faf7b7,9,8,0,3,32,1,0,0,0,0,0,18,6,0,0,0,0,5,1
3078,955d3558-ab29-5190-90dd-ee08e1ebc367,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
9727,2ef1c456-a2ab-5b3f-b1df-22e6c10b0bf2,11,10,0,7,13,1,0,1,0,0,0,6,2,0,0,1,0,4,1
17493,dcbfe9eb-68ec-50e3-9788-e4653b0d7873,8,1,1,6,6,0,0,0,0,0,0,12,0,0,0,0,0,5,0
10344,84476c20-2cfa-50fa-88a3-e8f3c59a1968,7,0,0,39,1,1,0,0,0,0,0,18,0,2,5,0,0,12,0
7351,a0d445ec-5cb1-52fe-8cb8-7f83c15d83a6,3,1,0,4,2,0,0,0,0,0,0,8,1,0,0,1,0,7,1
941,6d080720-7568-5d14-836b-63490fa03b18,18,1,2,22,10,2,0,0,0,0,0,10,0,0,0,0,0,5,1
772,5e1dbfec-634f-51b7-864a-4691b1dc0421,0,2,0,2,5,1,0,0,0,0,0,3,0,0,0,0,0,8,1
15820,4ecc50f3-b8e0-51d7-828e-bafe2eba68b5,0,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
11371,85397cab-a11d-54a7-9b8c-605386410bf9,0,2,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,6,0
19795,8ad6336f-ca82-5c65-9bfe-9bfcb1b6d58e,10,0,1,1,5,1,0,0,0,0,0,10,1,0,1,0,0,13,0
12922,029d5acb-a2fc-54ff-b86c-f92cef12e6fb,4,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0
5223,b0267c7c-7a44-5364-82b3-c41892048a0c,25,5,2,16,10,2,0,1,0,0,0,30,5,0,0,2,0,16,1
17433,8d0a5e9c-5144-5ecc-97a1-ea4f6832235b,9,0,0,3,8,0,0,0,0,0,0,8,1,0,0,3,0,5,0
16604,3e2efb19-fd50-5061-8395-7a69edd52881,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
9694,a7a1834a-016f-5b84-af47-a4af020c037f,3,0,0,2,6,0,0,0,0,0,0,3,1,0,0,0,0,2,1
2428,59510e2f-2b25-57d6-837e-912ac9959a3f,10,1,2,6,5,1,0,0,0,0,0,5,0,0,0,2,0,10,1
2272,9d2ed721-5b4e-5be4-9368-50559f72314c,11,0,0,10,2,0,1,0,0,0,0,6,3,0,0,0,0,2,1
14351,4f8809fb-80c4-5469-b6d3-9828cb3f46d1,4,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
16777,f7accc94-9575-50db-bd75-8524557004b8,3,4,1,6,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0
15113,ec32e33f-ec9d-5b5a-a7cb-8e02d1676543,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2527,073c4c39-7829-5882-9c2e-8ff8e6d6e976,27,8,1,15,24,2,1,2,0,0,0,28,2,0,0,3,0,17,1
17596,0daefe8f-2853-5c0a-bca9-bd360c8563c0,2,2,0,4,5,1,1,0,0,0,0,1,0,0,1,0,0,0,0
16013,cb7a7fef-9a19-5fcc-88db-677eb6e46cd0,22,24,0,15,9,1,0,1,0,0,0,11,0,0,0,0,0,4,0
9544,963af541-00ab-5f8a-be8d-1537d416f233,6,1,1,9,2,0,0,1,0,0,0,6,1,0,0,2,0,19,1
18493,3a9226be-d072-5a79-92e2-ef6dcd52937e,6,0,0,4,10,0,0,0,0,0,0,6,0,0,1,0,0,8,0
193,eec4c6b6-ae45-5a39-90df-086e1e102738,34,4,0,52,29,3,2,0,0,0,0,28,0,0,0,10,0,14,1
10083,252c25f0-5e73-561f-b261-dcf42073fbe3,3,3,0,11,4,0,0,0,0,0,0,2,0,0,0,0,0,11,0
8227,54589c4f-1f7c-5c58-b9b6-08cc2362442c,20,2,0,10,12,0,1,0,0,1,0,39,4,0,0,0,0,41,1
11135,aad23dbf-e8cf-5de0-af75-f9d6e258e3fd,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
4098,a93130fb-3dfb-54d7-8a0d-71059b4a9705,16,2,2,4,10,1,2,0,0,0,0,7,2,0,0,1,0,4,1
4432,80da916c-c601-5ce0-bffc-36d84a3c01fa,3,6,0,4,16,1,0,0,0,0,0,4,0,0,2,0,0,0,1
11375,06351e62-4e85-5f2c-8f75-1f3c314c4130,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0
6464,5c1087db-df72-5b69-b5f2-8e3f7f8d8687,3,0,1,6,5,0,1,0,0,0,0,2,0,0,0,0,0,5,1
12386,47bc76e0-00b1-58d3-91d3-a9ec42ebd944,1,0,0,0,1,0,0,0,0,0,0,4,1,0,2,0,0,3,0
5857,543454a0-2817-54d2-bd48-c2936c69bcc9,2,3,1,6,5,1,1,0,0,0,0,1,1,0,0,0,0,5,1
2346,7fb4a72a-561d-5ba8-a50f-b4c97584323d,42,36,3,40,22,8,1,0,2,0,0,9,4,0,1,0,0,4,1
13967,9b958fcf-1224-5a37-8958-3f7f6f5f4c91,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0
15508,fdffa9e7-3db7-58ec-bb35-eab2f67e9859,1,7,0,1,17,0,0,0,0,0,0,5,0,0,0,0,0,0,0
5598,09706322-b8cd-5278-961f-ba79b83bea08,7,1,0,2,5,0,0,1,0,0,0,4,0,0,0,0,0,1,1
8119,b9b4e72d-5290-50e5-9d38-20c091cf1b47,2,0,1,6,3,0,0,0,0,0,0,5,0,0,0,1,0,9,1
7470,e8632a62-19f9-5bf5-ad11-4fe6700fb445,5,2,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,4,1
19754,4de20eeb-d959-572c-a68a-776fdaadb786,4,0,0,0,12,1,0,1,0,0,0,9,0,0,0,0,0,5,0
12282,a8f56101-0cfb-572a-a70b-3071fc0f9ee7,13,0,5,13,5,0,1,0,0,0,0,17,11,0,0,1,0,11,0
10423,2c147686-cdc6-54cb-873c-e62d9a97b3c8,6,1,0,5,1,0,0,0,0,0,0,5,1,0,0,0,0,9,0
4951,9429db30-87bd-5a3c-a296-d2acf84c1ae0,5,18,0,7,10,0,0,1,0,0,1,2,0,0,0,0,0,1,1
7934,1498a2cd-6a18-5302-8299-4202b76f6f50,3,0,2,0,3,0,0,0,0,0,0,12,3,5,0,0,0,4,1
13250,295001db-d7cf-5385-aa82-cad202204607,1,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18109,609e498b-5e0c-551c-9ec8-1bbd0bc58746,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0
16423,30c516fa-38b9-5962-93e2-6a0f900ff141,26,5,0,25,29,33,5,0,0,0,0,55,3,0,2,4,0,129,0
14995,b99d8cbd-ecc7-5193-92ad-ad4cba9b4fdb,8,0,1,4,2,0,2,0,0,0,0,5,2,0,0,1,0,4,0
18866,304c9b06-78d5-541c-845c-bf138f15b343,0,0,2,0,23,1,0,0,0,0,0,1,20,0,0,1,0,3,0
6055,d230fe16-e66a-5ee7-800a-9904817df9d1,3,0,1,6,0,0,0,0,0,1,0,18,0,0,0,0,0,5,1
17700,7d4ae109-c8ac-51d4-8f6d-49038a3065ee,13,6,0,11,10,0,0,0,0,0,1,7,0,0,0,0,0,7,0
5014,8ddeaea1-3743-5422-8315-1304f7dbcb61,2,1,0,2,1,1,0,0,0,1,0,7,1,0,0,0,0,3,1
8811,65fea984-6c94-5f8f-a4ce-cd7110b0b33b,2,0,0,4,4,2,0,0,0,0,0,10,1,0,0,1,0,5,1
9082,358d284e-5082-5735-9e96-eea78f955740,1,0,0,3,3,0,0,0,0,0,0,3,0,0,2,0,0,6,1
12284,224c8eaf-44a6-505e-9f47-e995eef3ef28,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
11734,67977b85-8cc3-5ba1-a2b0-462ae5dbb895,1,1,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0
2025,735c40e0-edec-591a-a1c1-8155806f5456,10,0,0,5,14,0,0,0,0,0,0,13,0,1,0,3,0,2,1
1817,b9bcdb3f-c5d0-54dd-9f43-5b34b847e6d6,3,0,0,3,11,0,0,0,0,0,0,5,1,1,0,0,0,4,1
1116,7daa061f-ebff-5cdc-8c7e-129e8814a397,5,0,0,3,2,0,0,1,0,0,0,6,0,0,0,0,0,2,1
8026,a4d5482e-d10e-54ef-8a52-15b550822e5e,6,5,0,4,3,0,0,0,0,0,0,5,0,0,0,0,0,1,1
17132,eb1f649f-e0c3-57de-966d-007716db222c,5,0,0,12,6,0,0,0,0,2,0,5,0,0,0,1,0,4,0
11025,ef4659a0-7feb-54ea-99f4-147826f7e8de,6,9,0,1,16,2,0,0,0,0,0,7,0,0,0,0,0,0,0
5892,4be5fad6-6cb1-5578-80fa-75d3db133841,3,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1
613,c4f7c540-a9c6-5f47-b45a-0a9fa460846f,18,0,9,20,5,1,0,1,0,0,0,15,0,0,1,10,0,15,1
8507,ab395a8e-2ccd-5d2c-9c48-18e919fe2e9e,10,1,1,28,13,2,0,2,0,0,0,13,0,0,0,0,0,8,1
7614,a7735566-d7ed-5d6a-b21a-200eae92a47c,34,5,1,29,17,2,0,0,0,2,1,27,2,0,0,0,0,7,1
16805,202c9dfa-6c29-50fb-8bdd-b03067513341,0,0,0,2,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0
9887,71b964e9-d17d-5431-91b1-635946554a28,1,0,0,3,2,0,0,0,0,0,0,3,1,0,0,1,0,3,1
13961,189ff8a3-8c1c-53b7-9b56-d012ff6f06e0,9,9,0,4,11,1,0,0,0,0,0,9,2,0,0,0,0,6,0
9732,81e56a32-5425-5fce-bad3-0a11e11fb684,1,0,1,2,10,5,0,0,0,0,0,10,0,0,1,0,0,12,1
9363,0db96b34-bdfb-5317-8e96-25c78931ce97,0,0,0,4,3,0,1,0,0,0,0,7,0,13,0,0,0,9,1
19442,90086609-eb88-5e0a-9b9e-6e95130450b4,7,4,0,1,2,0,0,0,0,1,0,3,0,0,0,1,0,2,0
5968,48ea20b3-ef55-5f1c-956c-f6a935d56fec,26,8,3,11,11,0,0,0,0,1,0,59,0,0,0,5,0,3,1
1176,a0e79d64-979e-53c3-bd0d-7f1fac7ae630,18,5,0,13,6,0,0,2,0,0,0,13,1,0,0,2,0,18,1
2037,4e98eedf-4459-5462-8bad-f1061f7dbe60,13,3,0,6,11,0,0,0,0,0,0,4,4,0,0,0,0,2,1
9908,418e985a-5c46-5e19-91b0-6be7aae1389c,1,0,1,11,4,0,1,0,0,0,0,28,0,0,0,0,0,11,1
10877,0914bfb2-5417-5252-91aa-6c0c02586c6d,9,23,1,11,32,1,0,0,0,0,1,3,2,1,0,0,0,5,0
1812,bc00d156-7964-50bf-a83d-ff6843b16a58,55,0,1,8,9,0,0,0,0,0,0,19,0,0,0,2,0,25,1
17632,b77ace85-d38e-57a3-8617-c50ca72e67cc,27,6,0,31,24,11,9,1,0,0,0,41,12,0,2,0,0,119,0
452,c388f226-833a-5581-8f99-9f6fe73d47e4,5,0,0,7,2,0,0,0,0,1,0,8,0,0,0,0,0,0,1
9384,341fbf15-fbcd-5be0-bdd0-d90e6fb231af,28,1,7,18,8,0,0,0,0,0,0,13,4,0,0,0,0,6,1
9693,416d9e87-b68b-5b78-99d3-8918c9b29ca5,3,1,1,10,5,0,0,0,0,0,0,3,6,0,0,0,0,5,1
8988,bafb2845-5b29-5e84-8d10-1b7e1182e11d,6,1,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,5,1
12259,f0fc8d5e-d77a-53da-bc00-33ff920f5f6f,1,5,6,4,4,0,1,0,0,0,0,4,4,0,0,2,0,2,0
16072,d3309ecf-c88e-50cb-8cc5-6dac3d9d3dd8,2,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6085,05ae0712-8166-5723-8398-be5792edfbc9,5,11,0,6,2,5,0,0,0,0,0,6,0,0,0,0,0,5,1
14342,ab83b37e-d598-5b23-88a3-da6179407e76,7,2,0,6,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0
2846,94926961-377c-5060-8cb9-bd2714360ff2,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,1,1
17210,bd56b650-f647-512a-9c26-7a1c63fb2659,7,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19211,263b2f42-6153-50c5-9f40-5ff250354e2c,25,3,0,6,2,0,0,0,0,0,0,3,0,0,0,0,0,4,0
8915,2385721e-bd76-587f-a0e8-9bb1948b2778,19,2,1,3,15,0,1,0,0,0,0,6,0,0,0,0,0,0,1
18183,84595062-2f6f-58a4-a3b8-6ddcc8522b00,6,1,0,7,1,2,1,0,0,0,0,3,0,0,0,1,0,5,0
11177,cf634942-afc9-5b87-8ffb-90087e130aa7,0,3,0,3,9,0,0,0,0,0,0,3,0,0,0,0,0,2,0
19632,e51421fd-4029-53bb-9588-3360138778f4,4,1,0,1,7,0,1,0,0,0,0,15,1,0,2,3,0,5,0
8812,97e9dee8-53b3-562e-b20f-a95fba412ca9,15,1,0,7,1,0,0,0,0,0,0,2,2,0,0,0,0,7,1
18706,881ade41-9b2c-57ec-b8c8-d49ed4934c00,11,11,0,5,6,0,0,0,0,0,0,6,2,0,0,0,0,5,0
15825,c99948f5-6cf5-53e9-b7f9-1d82d3c6c543,1,0,0,1,6,0,0,0,0,0,0,4,0,0,0,0,0,4,0
1,366c92af-8143-5ffa-8702-4f26bd22c8b6,1,3,0,13,1,0,0,0,0,0,0,9,2,0,9,0,0,6,1
9166,faf0f26c-8435-5eda-b17a-8dfaa27d97df,0,0,1,1,1,0,0,0,0,0,0,8,3,0,0,3,0,2,1
13009,4d7ea503-4046-5eb7-af0e-2daafc9fef00,9,0,0,12,4,0,3,0,0,0,0,5,0,0,1,0,0,3,0
3971,bbd47312-7380-51af-b1f0-c92e7d2c1621,3,2,0,19,0,0,5,0,0,0,0,2,0,0,0,0,0,1,1
6953,0d26ea47-8ba8-5e31-8c42-5211635398ec,9,4,1,7,18,0,1,2,0,0,0,12,2,3,0,1,0,12,1
10159,422fc135-ac67-5215-8103-9c8203706575,2,4,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0
16064,096c40ee-af4f-5319-86e8-a313879ea09e,5,4,0,10,3,0,0,0,0,0,0,5,0,0,0,0,0,2,0
12610,9615f1bc-b19b-5a3d-8b9c-b8d2d5e9329e,5,1,3,5,15,3,1,1,0,1,0,11,5,0,0,6,0,21,0
6051,6c6c03be-0c2b-5956-b440-b661c4247b2c,6,1,1,8,2,0,0,0,0,0,0,1,0,0,0,0,0,2,1
901,cc52caab-0f53-5b8a-afad-50b0b0f86245,3,0,0,2,2,0,0,0,0,0,0,8,1,0,0,0,0,0,1
12362,93df301d-1057-5685-aa0a-b0bc719390d8,0,0,0,1,2,0,0,0,0,0,0,4,0,0,3,0,0,2,0
9919,24a33f34-4893-57a4-b48a-5bdb0b9d255a,5,0,1,4,2,1,1,0,0,0,0,7,3,0,0,1,0,5,1
10343,8f0e14f8-254b-5d5b-834f-efb648dd55cb,4,1,1,1,1,0,1,1,0,2,0,6,0,0,0,1,0,3,0
4222,4d6c64de-6efd-572c-8361-f813f412524d,14,3,1,17,9,7,1,0,0,0,0,9,2,2,1,3,0,10,1
10659,72cb73fa-016f-5718-80bb-92952f3809c3,1,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
3748,b878ff1b-6dce-56ae-9ba1-79963b1a597c,6,2,0,3,7,0,1,0,0,0,0,12,1,2,0,0,0,5,1
2821,63244a5e-e30e-5926-8c05-c6585c24439b,2,0,0,2,6,0,0,0,0,0,0,3,0,0,0,0,0,6,1
11262,c0ceb481-ddba-5f70-8e3d-52a605e1ed94,12,0,0,13,8,1,1,1,0,0,0,17,0,0,0,2,0,15,0
13692,1b3e7185-9868-556d-a614-487453fb8317,0,0,0,1,0,0,1,0,0,0,0,9,0,0,0,0,0,15,0
2539,54d3d9cb-a497-5cd1-981d-ca09aadf04d6,1,0,0,1,2,0,0,1,0,0,0,3,0,0,1,0,0,1,1
16594,27a1a534-e3d5-548e-8eac-1b54dfa4f3de,4,2,1,10,8,0,0,0,0,0,0,5,0,0,0,0,0,2,0
16738,38ff1a46-7938-57bb-b3e2-bb1ec528ae28,20,1,1,9,3,0,0,0,0,0,0,7,0,0,0,0,0,6,0
15239,9edf0b89-f9b4-53e9-bfaa-6d9895c8cf48,1,0,0,2,1,0,0,0,0,0,0,2,0,0,0,2,0,1,0
5763,6b56348a-b6d3-5d26-b9a8-cf884ae1ce5d,31,8,2,21,6,1,1,0,0,1,0,14,0,0,0,1,0,6,1
16692,85f3accd-15fc-5068-b6c2-cc0c67f41720,1,0,0,3,3,0,0,0,0,0,1,5,0,0,0,0,0,0,0
2701,a0ac1288-e214-55ad-b870-e296c1810d1a,8,0,0,8,7,0,0,0,0,0,0,3,0,1,0,0,0,6,1
14820,4739c6d6-36cf-5af7-b152-63a8fc2138d8,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7717,f3d6b1e2-bb0c-5bd2-9b72-4c0c06188fec,1,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,2,1
15724,ae8c1721-621f-57e9-8a5a-ed0b69916f07,5,1,0,2,4,1,0,1,0,0,0,3,0,0,0,0,0,1,0
19263,633ddbec-dad9-5c33-a561-68eb5b96a72a,3,1,0,1,2,0,0,0,0,0,0,5,2,2,0,1,0,24,0
19342,47d2875f-e897-5400-93da-087e001b3c1c,23,0,0,11,9,0,0,1,0,0,0,15,1,0,0,0,0,9,0
7862,9e6fa790-994f-5bba-bd52-0d452cb930a4,7,7,1,12,3,0,0,2,0,0,0,7,0,0,0,0,0,2,1
10751,01353d33-4881-5df5-a27d-7374e07bdcc2,3,1,3,1,2,0,0,3,0,0,0,9,3,0,1,2,0,18,0
5786,8ff94c51-9b4b-539c-9f1d-4f3233811540,3,2,1,10,6,0,1,0,0,0,0,12,0,0,0,1,0,23,1
7821,2a691280-622e-5b35-a29c-ac72946db91a,3,2,0,12,1,0,7,0,0,0,0,5,0,0,0,0,0,6,1
12447,51584e5c-4584-539b-8c1c-f7e07d0d5ce0,1,0,0,2,2,0,0,0,0,0,0,4,1,0,0,0,0,1,0
13711,bb828d1a-9c36-5a33-8fea-e654dd2329ff,4,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0
13200,4fa4c3db-f895-5f61-bcd8-280a460bc83e,1,3,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0
8205,c8147453-48c7-5810-9e7a-3a1c2ba252fe,7,3,0,5,4,0,0,1,0,0,0,14,1,0,0,0,0,7,1
11159,8e05bf63-5e2f-568f-85d9-4a574bb006fd,4,6,0,2,15,0,0,0,0,0,0,2,1,0,0,2,0,4,0
2879,3f7b5f5d-5f50-55cd-9de0-dee793ffe616,1,0,0,2,1,0,0,0,0,0,0,4,1,0,0,0,0,3,1
6684,8d06b4dd-ec7f-5535-a463-301e84572477,2,2,0,5,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1
17096,0e4cd1a9-41ab-5911-a715-733d371d2352,3,4,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
3856,fbd85a96-c806-5179-9d00-4c076834de42,2,3,0,1,9,2,0,0,0,0,0,2,0,0,0,0,0,0,1
6847,5da76293-d077-5832-a3c5-374a587aa91c,5,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
843,f843e45e-a0e7-565c-b092-02c21a5bafcb,1,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,2,1
8363,5f52ce22-b6ec-5337-b370-60a83dd895e6,10,0,3,9,7,1,1,0,0,0,0,3,0,0,0,2,0,9,1
15839,78e4edd1-95ff-53b3-83ef-cbfe3bab338f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12957,8f072225-1a20-524c-849b-b1c360f072d6,8,2,0,7,8,1,0,0,0,0,0,8,2,0,0,0,0,6,0
13809,6d6898e1-f60e-53f1-a410-3155c79aa082,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7527,83ceff29-23c2-55f5-8c55-b805bc3a8046,3,9,0,8,2,1,3,0,0,0,0,4,0,0,1,1,0,5,1
19997,e33a4b50-b8c4-57f5-9695-2b725bdd4443,0,2,1,1,4,0,0,0,0,0,0,2,1,0,0,1,0,4,0
9865,342c1dc6-f9f1-595e-b129-54abbc833bdd,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1
2299,97bf78a0-834e-57ef-995d-d51bd400fde9,4,2,0,2,3,0,0,0,0,1,0,5,0,0,0,0,0,4,1
6291,654fe0b7-11ea-54c4-9eb9-d7e0af3c32f6,1,0,0,9,0,1,1,0,0,0,0,10,0,0,0,0,0,27,1
16037,509a2742-d82a-58c4-b00f-4fcdf16ed984,79,34,1,88,53,2,0,1,0,0,0,47,8,0,1,0,0,21,0
8669,b80f903a-44ec-512f-b61b-a17a27d4d884,27,0,1,25,13,10,0,2,0,0,0,11,1,0,0,1,0,6,1
