,uid,PERSON,NORP,FAC,ORG,GPE,LOC,PRODUCT,EVENT,WORK_OF_ART,LAW,LANGUAGE,DATE,TIME,PERCENT,MONEY,QUANTITY,ORGINAL,CARDINAL
175,f9657e1d-196f-5753-9dfe-97e8bdb0078b,40,7,0,61,20,2,1,0,2,2,0,14,1,5,7,0,0,6
176,1fc51460-c098-5d5c-b545-3164d7349ae5,6,4,0,17,0,1,0,0,3,0,0,9,0,8,3,10,0,15
177,928fe720-1784-5cf6-a124-e2a7637ce81d,11,18,0,27,70,1,0,0,0,0,1,16,0,0,2,2,0,5
178,d94b25ac-a8fc-51d9-8942-b5b792ab35ec,12,1,0,5,1,3,0,0,0,0,0,7,3,0,12,0,0,10
179,bfe1cdb2-a0c1-52a9-a3eb-a42d0003e101,2,0,0,3,0,0,0,0,1,1,0,4,0,0,0,0,0,2
180,7eedc84f-a634-5fd1-b882-018645621f66,43,2,4,18,15,1,0,0,0,0,1,20,3,0,0,1,0,5
181,753cde10-ffae-5a62-ae8b-147d562fde4e,3,3,1,3,4,0,1,0,1,0,0,3,1,0,2,2,0,4
182,358ae9f5-d31f-51eb-bffa-5c52b8b21253,11,1,0,12,12,21,0,1,2,0,0,14,0,2,0,1,0,7
183,d4a5a962-4071-5163-843f-9c454f5a151e,4,2,0,18,2,0,0,0,4,0,0,6,0,0,1,0,0,4
184,2975b379-9cdc-50c8-9a4a-cc67d077e87c,8,1,6,12,9,1,1,3,2,0,0,25,2,0,0,0,0,8
185,58ff444d-ab1c-505c-a702-5799528ee43e,2,2,0,13,1,1,0,0,0,0,0,2,0,0,0,0,0,3
186,23ba4d46-cd83-5046-a01e-a75d5d8ea3fc,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3
187,8336930e-2ad2-5b91-a094-f73ec1f28e64,20,32,1,13,5,0,0,0,1,0,0,20,1,0,10,0,0,6
188,26197ad2-1a01-559a-a0f1-fe7ca4f9ba58,0,0,0,11,0,0,0,1,0,0,0,10,0,0,1,0,0,1
189,c8277aea-be8e-582d-9760-313a6a925621,1,0,0,13,0,0,1,0,2,0,0,7,0,0,1,0,0,4
190,711eae08-89e3-5448-aeff-aaf761e13597,8,0,1,17,10,2,2,0,0,0,0,4,0,2,4,0,0,4
191,ac06d01c-ad37-5940-80f5-6a071ecfedf6,15,0,4,4,2,0,0,0,0,0,0,2,5,0,0,1,0,1
192,2b33c9d0-456e-5bac-8f21-6002eb476b43,13,1,0,28,1,1,0,0,0,0,0,8,1,2,0,0,0,2
193,eec4c6b6-ae45-5a39-90df-086e1e102738,57,5,2,68,65,1,0,0,0,6,0,37,0,0,2,7,0,30
194,1c3cbcf8-0ab2-56c9-87b2-4eaa58a421b7,10,3,2,19,9,1,0,0,0,0,0,7,0,0,12,1,0,5
195,ce0f15f4-c075-523b-b087-667c49f8414e,10,4,1,20,1,3,0,1,1,0,0,0,0,0,0,0,0,1
196,42201ff2-2cf9-5794-88f1-9d052a18b417,6,1,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0
197,d505a96a-a27b-5320-b3d0-3a163a8e41b7,4,8,1,13,9,1,1,0,0,0,0,9,0,0,7,0,0,1
198,09311798-fdbb-5927-81e0-ff82996910f2,4,0,2,4,7,2,0,0,0,0,0,2,3,0,0,2,0,6
199,6c4167b0-51bf-5e93-892c-4dd0b486589e,11,0,1,11,14,0,0,0,3,0,0,11,1,1,2,0,0,4
200,9f693a03-956e-5dbd-af32-a386a51a6264,13,0,1,23,11,0,0,1,8,0,0,4,0,0,0,0,0,3
201,9f461a81-d636-591c-ad55-3d1c1f1ff610,0,0,0,7,8,1,0,0,0,0,0,4,0,0,0,0,0,0
202,63734e74-f8e7-59de-af65-e8a7f7b15985,5,0,0,9,5,0,0,0,0,0,0,8,0,0,3,0,0,1
203,603bd87f-27d5-5779-937c-99e8fc44505c,4,0,0,4,9,3,0,0,0,0,0,7,1,0,0,0,0,6
204,c988fffc-6c15-5a8f-8def-d4229f0dce69,3,1,0,19,1,0,0,0,1,0,0,6,0,0,1,0,0,2
205,0cc83e7a-8ff3-5bbe-9db2-fd6cf0b808d4,2,0,3,27,9,1,1,0,0,0,0,35,0,1,27,0,0,4
206,88e91954-5c64-53e3-a567-3211cfd308ed,8,0,0,8,1,0,1,0,22,0,0,4,0,0,0,1,0,6
